airline_sentiment	airline	text
negative	US Airways	@USAirways would you consider honoring the original fare price if I were to try Flight Booking Problems the ticket again?
negative	US Airways	"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?"
positive	US Airways	@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
negative	US Airways	@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible
negative	US Airways	"@USAirways that's ok, just know that I'll most likely never book with you again"
negative	US Airways	@USAirways I followed you complaint procedure only to get a run around.  Your service SUCKS #usairwayssuck
negative	US Airways	"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!"
negative	US Airways	"@usairways That is appreciated.  However, the system tells you call back Late Flightr then ends the call.  No need to reply, thanks."
negative	US Airways	@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?
negative	US Airways	@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway
negative	US Airways	"@usairways I am sure you are sincere in your apology, its disappointing from a customer perspective when you want loyal customers #options"
negative	US Airways	@USAirways Yeah I know that...but now I'll have to spend almost 500 dollars more on my ticket since the price has gone up over the week
negative	US Airways	@USAirways yeah either by refunding my money or 2 free round trips to compensate for all the trouble we were put through.
negative	US Airways	"@USAirways 
Are you an incompetent airline every day, or just days that end in 'y'?"
negative	US Airways	@USAirways There isn't a ticket number...the transaction is still pending.
negative	US Airways	"@USAirways do families no longer get early boarding with young kids?  American, your new parent, gives it to us..."
negative	US Airways	@USAirways not patient - originally 11:51 and now 4:41.
negative	US Airways	@USAirways your agent did not say
negative	US Airways	"@USAirways no, they could be at Laguardia, JFK or Charlotte. I have no idea where they are now tho"
negative	US Airways	@USAirways they said because there was no meal on my flight they would not - what airline serves food anymore? Update in policy?
negative	US Airways	"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request"
negative	US Airways	@USAirways must be nice to take your customer service phone off the hook! #fendforyourself
negative	US Airways	"@USAirways that link is broken. But if it's the online baggage locator, I already tried it and it gave me no useful information."
negative	US Airways	"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up"
positive	US Airways	@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.
negative	US Airways	@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs
negative	US Airways	@USAirways On hold for an hour...connected to the wrong department by your automated system...transferred and now another 45 min &amp; counting
positive	US Airways	@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G
negative	US Airways	@USAirways link doesn't work and I've tried tracking my bag several times. Still doesn't clarify where it is.
positive	US Airways	@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!
positive	US Airways	@USAirways Thank you!!! On our way to get her bag now - thanks to having that number 😊
neutral	US Airways	@USAirways how do you give stand by seats to ticketed passengers who you know have a connecting flight ?
negative	US Airways	@USAirways Would you guys please send service agents to gate B15 in Philly?  All the people missed there connections and there's only 2.
negative	US Airways	Spend 1 HOUR on hold with @USAirways .
negative	US Airways	@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?
negative	US Airways	@USAirways  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?  #chairmanlove
negative	US Airways	@USAirways this is crazy. Haven't spoken to a human yet. There has to be a better way. http://t.co/mEOAlCIPdD
neutral	US Airways	@usairways can I get assistance on flight #611? Plane just landed from HPN and I have a connection to ATL.
negative	US Airways	"@USAirways you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!"
negative	US Airways	@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??
negative	US Airways	@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.
negative	US Airways	@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had
negative	US Airways	@USAirways I've been trying to call you for days and every time the system is overloaded and disconnects. Really?  A global company?  Help!
negative	US Airways	"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies."
negative	US Airways	@USAirways where's my apology?
negative	US Airways	@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.
negative	US Airways	"@USAirways flight today showing on time online, not able to check in. Called &amp; told was Cancelled Flightled, put on hold over an hr ago. Help?"
negative	US Airways	"@USAirways new tag line ""but we got you there alive!"""
negative	US Airways	@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?
neutral	US Airways	"@USAirways announced that people going to FL via Charlotte would have to go to a different plane &amp; gate, but it was a 'direct flight' #logic"
neutral	US Airways	@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?
negative	US Airways	@USAirways Does your company see passengers as customers or just $$$?
negative	US Airways	@USAirways Is there a way to have someone contact me when you have an agent available? Need help Flight Booking Problems an award flight.
negative	US Airways	@USAirways flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke
negative	US Airways	"@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?"
negative	US Airways	@USAirways I hope so. Last I spoke to the baggage team... they weren't sure what city my bag was in.
positive	US Airways	"@USAirways Thank you, busy times."
negative	US Airways	"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed"
negative	US Airways	"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day."
negative	US Airways	"@USAirways 
Not one to complain much but really 1 hour 15minutes and still nothing. Agents or Agent ⤵ http://t.co/Q5SB0DaVuy"
positive	US Airways	@USAirways thanks :)
negative	US Airways	@USAirways thanks for crappy hotel with no food and a taxi bill followed by being on standby for your Cancelled Flightlation. #USAirways
neutral	US Airways	"@USAirways through, can you confirm that I haven't been charged?"
negative	US Airways	"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go"
positive	US Airways	"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
